Level,Date,ApplicationName,ApplicationPresentation,Event,EventPresentation,User,UserName,Computer,Metadata,MetadataPresentation,Comment,Data,DataPresentation,TransactionStatus,TransactionID,Connection,Session,ServerName,Port,SyncPort
Information,2024-12-10T14:43:08,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73626,,0,0
Warning,2024-12-10T14:43:23,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,33411,73627,app01,1564,0
Information,2024-12-10T14:43:23,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,33411,73627,app01,1564,0
Information,2024-12-10T14:43:23,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 14:43:23 (1438303975),33411,73627,app01,1564,0
Information,2024-12-10T14:43:23,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,33411,73627,app01,1564,0
Information,2024-12-10T14:43:23,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73627,,0,0
Warning,2024-12-10T14:43:35,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,33417,73628,app01,1564,0
Information,2024-12-10T14:43:35,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ИзвлечениеТекста,Регламентное задание. Извлечение текста файлов для поиска,,,,NotApplicable,,33417,73628,app01,1564,0
Information,2024-12-10T14:43:35,BackgroundJob,Фоновое задание,Файлы.Извлечение текста,Файлы.Извлечение текста,00000000-0000-0000-0000-000000000000,,,,,Начато регламентное извлечения текста,,,NotApplicable,,33417,73628,app01,1564,0
Information,2024-12-10T14:43:35,BackgroundJob,Фоновое задание,Файлы.Извлечение текста,Файлы.Извлечение текста,00000000-0000-0000-0000-000000000000,,,,,Закончено регламентное извлечение текста,,,NotApplicable,,33417,73628,app01,1564,0
Information,2024-12-10T14:43:35,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.ИзвлечениеТекста,Регламентное задание. Извлечение текста файлов для поиска,,,,NotApplicable,,33417,73628,app01,1564,0
Information,2024-12-10T14:43:35,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73628,,0,0
Warning,2024-12-10T14:43:37,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,33422,73629,app01,1564,0
Information,2024-12-10T14:43:37,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,33422,73629,app01,1564,0
Information,2024-12-10T14:43:37,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 14:43:37 (1438308333),33422,73629,app01,1564,0
Information,2024-12-10T14:43:37,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,33422,73629,app01,1564,0
Information,2024-12-10T14:43:37,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,73629,,0,0
Warning,2024-12-10T14:43:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,33423,73630,app01,1564,0
Warning,2024-12-10T14:43:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,33425,73631,app01,1564,0
Information,2024-12-10T14:43:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,ScheduledJob.ОтправкаСерверныхОповещенийКлиентам,Регламентное задание. Отправка серверных оповещений клиентам,,,,NotApplicable,,33423,73630,app01,1564,0
Information,2024-12-10T14:43:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,33425,73631,app01,1564,0
Information,2024-12-10T14:43:44,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,33425,73631,app01,1564,0
Information,2024-12-10T14:43:44,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,Constant.СостояниеОтправкиСерверныхОповещений,Константа. Состояние отправки серверных оповещений,,,,Committed,10.12.2024 14:43:44 (1438311835),33423,73630,app01,1564,0
